Product_Name,Customer_Name,Region,OrderPriority,OrderPriorityPrice,Discount,UnitPrice,OrderQuantity,ShippingCost,ProductBaseMargin,Profit
"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",Ralph Fowler,North America,1,5,0.07,218,26,29,0.68,3428.48
"80 Minute CD-R Spindle, 100/Pack - Staples",Jennifer Gibson,AsiaPac,0,0,0,39,109,2,0.54,2293.54
"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",Jennifer Gibson,AsiaPac,0,0,0.09,101,17,57,0.78,1127.73
12-1/2 Diameter Round Wall Clock,Jennifer Gibson,AsiaPac,0,0,0.04,20,139,10,0.49,1241
Hewlett Packard LaserJet 3310 Copier,Edgar Wong,Latam,1,5,0.08,600,58,24,0.37,10068
Dana Halogen Swing-Arm Architect Lamp,Edgar Wong,Latam,1,5,0.08,41,156,14,0.57,3120.04
Xerox 2,Edgar Wong,Latam,1,5,0.01,6,78,6,0.37,162.48
Xerox 1949,Bernice Bowman,EMEA,0,0,0.07,5,143,5,0.36,202.35
T65,Bernice Bowman,EMEA,0,0,0.01,196,10,4,0.56,1074
"80 Minute CD-R Spindle, 100/Pack - Staples",Jimmy Xu,North America,0,0,0,39,27,2,0.54,566.62
"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",Colleen Fletcher,North America,0,0,0.09,101,4,57,0.78,221.76
12-1/2 Diameter Round Wall Clock,Colleen Fletcher,North America,0,0,0.04,20,35,10,0.49,305
Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),Roberta Meyer,North America,3,10,0.02,5,41,5,0.36,64.7
Prang Dustless Chalk Sticks,Erika Morgan,North America,3,10,0.05,2,20,1,0.35,11
M70,Eugene T Duffy,North America,3,10,0.01,126,41,9,0.59,2987.28
V70,Bradley Schroeder,North America,2,7,0.05,206,7,3,0.59,775.68
Hewlett Packard LaserJet 3310 Copier,Ronnie Mathews,North America,1,5,0.08,600,14,24,0.37,2412
Dana Halogen Swing-Arm Architect Lamp,Ronnie Mathews,North America,1,5,0.08,41,39,14,0.57,769.51
Xerox 2,Ronnie Mathews,North America,1,5,0.01,6,20,6,0.37,37.2
Xerox 1949,Frederick Lehman,North America,0,0,0.07,5,36,5,0.36,47.2
T65,Frederick Lehman,North America,0,0,0.01,196,3,4,0.56,319.4
Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Kim Weiss,North America,2,7,0.07,1271,10,20,0.35,3538.8
Self-Adhesive Address Labels for Typewriters by Universal,Kim Weiss,North America,2,7,0.07,7,44,0,0.38,95.48
Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Juanita Coley Knox,North America,2,7,0.07,1271,3,20,0.35,1047.64
Self-Adhesive Address Labels for Typewriters by Universal,Juanita Coley Knox,North America,2,7,0.07,7,11,0,0.38,23.87
Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Anna Glenn,North America,1,5,0.09,5,32,3,0.38,43.4
8890,Lisa Kim,North America,4,15,0.09,116,22,6,0.58,1244.48
Micro Innovations 104 Keyboard,Wesley Tate,North America,1,5,0.1,11,65,7,0.64,379.1
Microsoft Internet Keyboard,Ruth McConnell Young,North America,3,10,0.07,21,109,4,0.77,1598.3
Bretford CR4500 Series Slim Rectangular Table,Ruth McConnell Young,North America,3,10,0.06,348,92,85,0.66,19124.6
Xerox 197,Andrew Gonzalez,North America,4,15,0.02,31,65,17,0.4,748.7
Micro Innovations 104 Keyboard,Clara Bullock,North America,1,5,0.1,11,16,7,0.64,88.04
"Staples 10"" Round Wall Clock",Audrey Hendricks,North America,3,10,0.07,10,36,6,0.41,116.4
"Imation 3.5 IBM Formatted Diskettes, 10/Box",Lucille Buchanan,North America,2,7,0.07,8,17,2,0.74,89.12
Xerox 227,Lucille Buchanan,North America,2,7,0.04,6,24,9,0.37,38.52
DPC 650 Piper,Lucille Buchanan,North America,2,7,0.07,116,25,3,0.58,1476
"Master Giant Foot® Doorstop, Safety Yellow",Melvin Hull,North America,2,7,0.09,8,26,4,0.42,64.64
Microsoft Internet Keyboard,Jane Freeman,North America,3,10,0.07,21,27,4,0.77,392.9
Bretford CR4500 Series Slim Rectangular Table,Jane Freeman,North America,3,10,0.06,348,23,85,0.66,4717.4
Nu-Dell Executive Frame,Calvin J Marcus,North America,0,0,0.06,13,41,5,0.48,218.86
"Verbatim DVD-R, 3.95GB, SR, Mitsubishi Branded, Jewel",Barbara McNamara,North America,0,0,0.06,22,15,2,0.43,120.1
Nu-Form 106-Key Ergonomic Keyboard w/ Touchpad,Erica Pittman,North America,2,7,0,54,25,6,0.62,831
Xerox 197,Betsy Barr,North America,4,15,0.02,31,16,17,0.4,171.48
Xerox 217,Carlos Gibbs Tyler,EMEA,3,10,0.06,6,48,8,0.37,81.28
1726 Digital Answering Machine,Carlos Gibbs Tyler,EMEA,3,10,0.03,21,102,5,0.58,1173.1
Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,Gordon Brandt,North America,1,5,0.03,71,71,4,0.59,2818.96
"Imation 3.5 IBM Formatted Diskettes, 10/Box",Gordon Brandt,North America,1,5,0.02,8,3,2,0.74,15.28
US Robotics 56K V.92 Internal PCI Faxmodem,Gordon Brandt,North America,1,5,0.1,50,170,20,0.45,2955
"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Gordon Brandt,North America,1,5,0.03,881,116,45,0.62,60250.64
"TOPS Money Receipt Book, Consecutively Numbered in Red,",Jeanne Fuller McMillan,EMEA,1,5,0.09,8,133,3,0.4,326.84
Xerox 226,Jeanne Fuller McMillan,EMEA,1,5,0.08,6,58,6,0.37,94.92
Sanford 52201 APSCO Electric Pencil Sharpener,Jeanne Fuller McMillan,EMEA,1,5,0.1,41,167,9,0.59,3346.03
"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Jimmy Bland,Latam,3,10,0.04,108,41,6,0.65,2695.08
12-1/2 Diameter Round Wall Clock,Derek Jernigan,North America,4,15,0.05,20,19,10,0.49,157.2
Staples® General Use 3-Ring Binders,Dana Waller,North America,4,15,0.09,2,1,1,0.37,-0.44
Xerox 217,Jackie Burke,North America,3,10,0.06,6,12,8,0.37,14.32
1726 Digital Answering Machine,Jackie Burke,North America,3,10,0.03,21,26,5,0.58,295.3
Canon PC-428 Personal Copier,Danny Cain,North America,1,5,0.09,200,34,24,0.46,2492
Xerox 190,Danny Cain,North America,1,5,0.04,5,26,5,0.38,39.2
Panasonic KX-P1150 Dot Matrix Printer,Chris Ford,North America,0,0,0.07,145,7,18,0.56,479.35
Xerox 1993,Earl Roy,North America,0,0,0.09,6,14,10,0.36,12.68
Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,Roger Hopkins,North America,1,5,0.03,71,18,4,0.59,711.68
"Imation 3.5 IBM Formatted Diskettes, 10/Box",Roger Hopkins,North America,1,5,0.02,8,1,2,0.74,3.76
US Robotics 56K V.92 Internal PCI Faxmodem,Roger Hopkins,North America,1,5,0.1,50,43,20,0.45,732.5
"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Theresa Stephens,North America,1,5,0.03,881,29,45,0.62,15028.91
"TOPS Money Receipt Book, Consecutively Numbered in Red,",Kimberly Melvin,North America,1,5,0.09,8,33,3,0.4,78.84
Xerox 226,Harry Berger,North America,1,5,0.08,6,14,6,0.37,18.36
Sanford 52201 APSCO Electric Pencil Sharpener,Harry Berger,North America,1,5,0.1,41,42,9,0.59,834.78
"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Danielle Watts,North America,3,10,0.04,108,10,6,0.65,652.8
Okidata ML184 Turbo Dot Matrix Printers,Lester Stuart,North America,1,5,0,306,41,27,0.56,6998.76
"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",Jeanne Werner,North America,2,7,0.1,16,65,1,0.4,311
"Howard Miller 13"" Diameter Goldtone Round Wall Clock",Jeanne Werner,North America,2,7,0.08,47,139,7,0.44,2344.88
"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",Sandra Sharma,North America,2,7,0.1,16,16,1,0.4,75.8
"Howard Miller 13"" Diameter Goldtone Round Wall Clock",Sandra Sharma,North America,2,7,0.08,47,35,7,0.44,585.2
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",Ricky Kaufman,North America,3,10,0.07,4,28,5,0.08,-3.88
Eldon® Wave Desk Accessories,Brandon Moser,North America,3,10,0.03,2,34,5,0.43,22.2
Surelock™ Post Binders,Claude Meyer,North America,0,0,0.1,31,5,3,0.35,35.75
Keytronic 105-Key Spanish Keyboard,Claude Meyer,North America,0,0,0,74,13,12,0.67,632.54
"Sauder Camden County Collection Libraries, Planked Cherry Finish",Cathy Shea,EMEA,2,7,0.01,115,153,59,0.76,13137.25
Brother DCP1000 Digital 3 in 1 Multifunction Machine,Cathy Shea,EMEA,2,7,0.1,300,129,12,0.5,15468
Dana Halogen Swing-Arm Architect Lamp,Cathy Shea,EMEA,2,7,0.01,41,129,14,0.57,2947.84
"Polycom Soundstation EX Audio-Conferencing Telephone, Black",Cathy Shea,EMEA,2,7,0.05,1000,7,14,0.06,21
Avery 487,Glen Choi,North America,2,7,0.01,4,35,1,0.38,50.8
"Sauder Camden County Collection Libraries, Planked Cherry Finish",Marguerite Norton,North America,2,7,0.01,115,38,59,0.76,3218.5
Brother DCP1000 Digital 3 in 1 Multifunction Machine,Marguerite Norton,North America,2,7,0.1,300,32,12,0.5,3828
Dana Halogen Swing-Arm Architect Lamp,Marguerite Norton,North America,2,7,0.01,41,32,14,0.57,720.72
"Polycom Soundstation EX Audio-Conferencing Telephone, Black",Marguerite Norton,North America,2,7,0.05,1000,2,14,0.06,-4
Dixon Ticonderoga Core-Lock Colored Pencils,Anita Hahn,North America,3,10,0.03,9,18,2,0.52,77.38
"Angle-D Binders with Locking Rings, Label Holders",Sharon Thomas,North America,3,10,0.05,7,32,8,0.38,65.92
Avery Self-Adhesive Photo Pockets for Polaroid Photos,Annette McIntyre,North America,2,7,0,7,13,5,0.37,28.67
"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",Penny Rose,North America,3,10,0.06,31,2,6,0.4,15.08
Belkin F5C206VTEL 6 Outlet Surge,Pamela Wiley,North America,3,10,0.06,23,167,5,0.55,1877.09
Belkin F5C206VTEL 6 Outlet Surge,Charles Ward,North America,3,10,0.06,23,42,5,0.55,468.34
Logitech Cordless Access Keyboard,Timothy Barker,North America,0,0,0.04,30,12,6,0.51,163.2
Xerox 1977,Hazel Jennings,North America,1,5,0.07,7,78,5,0.37,158.8
Newell 310,Lucy Levine,North America,1,5,0.1,2,20,1,0.56,17.4
Fellowes PB300 Plastic Comb Binding Machine,Andrea Shaw,North America,3,10,0.05,388,42,20,0.38,5357.68
Rush Hierlooms Collection Rich Wood Bookcases,Marc McDaniel,North America,3,10,0,161,41,35,0.72,4717.72
Xerox 1977,Patrick Byrne,North America,1,5,0.07,7,20,5,0.37,37
Storex DuraTech Recycled Plastic Frosted Binders,Ronnie Armstrong,EMEA,1,5,0.01,4,54,5,0.35,68.44
"GBC Twin Loop™ Wire Binding Elements, 9/16"" Spine, Black",Beth Brandon,EMEA,3,10,0.03,15,95,10,0.36,460.25
#10 Self-Seal White Envelopes,Beth Brandon,EMEA,3,10,0.04,11,78,5,0.36,269.56
Xerox 188,Beth Brandon,EMEA,3,10,0.05,11,153,5,0.36,516.73
O'Sullivan Manor Hill 2-Door Library in Brianna Oak,Beth Brandon,EMEA,3,10,0.04,181,31,24,0.74,3903.7
Advantus SlideClip™ Paper Clips,Lester Burnette,AsiaPac,0,0,0.09,3,54,1,0.37,44.36
Storex DuraTech Recycled Plastic Frosted Binders,Ted Durham,North America,1,5,0.01,4,14,5,0.35,14.04
Okidata ML390 Turbo Dot Matrix Printers,Juan Gilbert,North America,1,5,0.08,442,11,15,0.56,2318.76
Euro Pro Shark Stick Mini Vacuum,Alfred Singh,North America,1,5,0.08,61,22,49,0.59,635.42
"GBC Twin Loop™ Wire Binding Elements, 9/16"" Spine, Black",Shannon McClure,North America,3,10,0.03,15,24,10,0.36,108.8
#10 Self-Seal White Envelopes,Shannon McClure,North America,3,10,0.04,11,20,5,0.36,65.4
Xerox 188,Shannon McClure,North America,3,10,0.05,11,38,5,0.36,124.58
O'Sullivan Manor Hill 2-Door Library in Brianna Oak,Jeffrey Cheng,North America,3,10,0.04,181,8,24,0.74,989.6
Advantus SlideClip™ Paper Clips,Julian Skinner,North America,0,0,0.09,3,14,1,0.37,10.76
Polycom ViewStation™ ISDN Videoconferencing Unit,Meredith Knowles,AsiaPac,0,0,0,6783,10,24,0.06,3706.65
"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",Meredith Knowles,AsiaPac,0,0,0.02,9,116,4,0.38,371.84
Xerox 1968,Meredith Knowles,AsiaPac,0,0,0.03,7,41,6,0.37,91.58
Xerox 1978,Meredith Knowles,AsiaPac,0,0,0.1,6,44,6,0.36,62.64
GBC Standard Plastic Binding Systems Combs,Gretchen Maynard,AsiaPac,0,0,0.01,9,48,6,0.36,145.2
Staples Plastic Wall Frames,Gretchen Maynard,AsiaPac,0,0,0.05,8,3,5,0.41,3.64
Polycom ViewStation™ ISDN Videoconferencing Unit,Milton Bland,North America,0,0,0,6783,3,24,0.06,1095.2
"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",Ray Morgan,North America,0,0,0.02,9,29,4,0.38,89.96
Xerox 1968,Ray Morgan,North America,0,0,0.03,7,10,6,0.37,17.8
Xerox 1978,Stacy Chandler,North America,0,0,0.1,6,11,6,0.36,11.16
GBC Standard Plastic Binding Systems Combs,Jose Gates Rodriguez,North America,0,0,0.01,9,12,6,0.36,31.8
Staples Plastic Wall Frames,Jose Gates Rodriguez,North America,0,0,0.05,8,1,5,0.41,-2.12
"Eldon Expressions™ Desk Accessory, Wood Pencil Holder, Oak",Faye Hanna,North America,4,15,0.03,10,3,6,0.55,9.6
Newell 314,Faye Hanna,North America,4,15,0.08,6,41,1,0.6,126.92
Eldon Wave Desk Accessories,Rodney Kearney,North America,3,10,0.09,6,20,6,0.41,32.4
Xerox 1891,Harriet Moore,North America,1,5,0.02,49,1,6,0.38,11.64
Tennsco Regal Shelving Units,Harriet Moore,North America,1,5,0.07,101,3,35,0.82,192.25
Belkin MediaBoard 104- Keyboard,Michael Wiggins,North America,4,15,0.08,27,85,4,0.75,1533.65
"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",Eugene Levy,EMEA,2,7,0.08,19,44,9,0.47,317.04
Newell 323,Eugene Levy,EMEA,2,7,0.05,2,85,2,0.59,89.8
GBC DocuBind 200 Manual Binding Machine,Diana Schultz,North America,3,10,0.03,421,20,20,0.35,2674.4
"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Florence Gold,North America,2,7,0.01,8,8,6,0.36,16.4
Belkin MediaBoard 104- Keyboard,Max Ross Finch,North America,4,15,0.08,27,21,4,0.75,375.89
"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",Kelly Shaw,North America,2,7,0.08,19,11,9,0.47,72.51
Newell 323,Kelly Shaw,North America,2,7,0.05,2,21,2,0.59,20.68
"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",David Chang,AsiaPac,3,10,0.04,4,150,2,0.39,208
Newell 31,Samuel Kramer,EMEA,0,0,0.08,4,20,1,0.57,38.2
Accessory9,Samuel Kramer,EMEA,0,0,0.04,36,58,3,0.39,727.8
Satellite Sectional Post Binders,Helen Poole,North America,3,10,0.05,43,34,3,0.39,494.08
"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",Neil Bailey,North America,3,10,0.04,4,37,2,0.39,49.8
Newell 31,Kyle Sullivan,North America,0,0,0.08,4,5,1,0.57,8.8
Accessory9,Kyle Pritchard,North America,0,0,0.04,36,14,3,0.39,173.4
Heavy-Duty E-Z-D® Binders,Gail Lin,EMEA,3,10,0.06,11,2,3,0.38,4.04
Laser & Ink Jet Business Envelopes,Gail Lin,EMEA,3,10,0.08,11,100,1,0.39,340
"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",Gail Lin,EMEA,3,10,0.08,131,58,30,0.78,5288.6
"Executive Impressions 14"" Contract Wall Clock",Gail Lin,EMEA,3,10,0.05,22,84,4,0.52,864.56
Sanford Liquid Accent Highlighters,Gail Lin,EMEA,3,10,0.08,7,20,2,0.48,54
"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",Brian Leach,North America,2,7,0.05,8,17,2,0.52,61.92
Xerox 1891,Brian Leach,North America,2,7,0.1,49,13,6,0.38,172.36
Heavy-Duty E-Z-D® Binders,Tracey Garcia,North America,3,10,0.06,11,1,3,0.38,0.52
Laser & Ink Jet Business Envelopes,Tracey Garcia,North America,3,10,0.08,11,25,1,0.39,84.25
"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",Billie Glass,North America,3,10,0.08,131,15,30,0.78,1345.5
"Executive Impressions 14"" Contract Wall Clock",Billie Glass,North America,3,10,0.05,22,21,4,0.52,213.14
Sanford Liquid Accent Highlighters,Billie Glass,North America,3,10,0.08,7,5,2,0.48,12
Accessory41,Melvin George,EMEA,4,15,0.02,36,62,6,0.38,797.52
Canon P1-DHIII Palm Printing Calculator,Priscilla Kane,North America,2,7,0.09,18,50,9,0.4,270
Eldon Expressions Mahogany Wood Desk Collection,Ernest Branch,EMEA,3,10,0.03,6,84,5,0.6,282.28
Xerox 1893,Ernest Branch,EMEA,3,10,0.06,41,22,17,0.36,253.6
Accessory41,Emma Sparks,North America,4,15,0.02,36,16,6,0.38,201.36
Canon P1-DHIII Palm Printing Calculator,Judy Frazier,North America,2,7,0.09,18,13,9,0.4,63.54
Eldon Expressions Mahogany Wood Desk Collection,Renee McKenzie,North America,3,10,0.03,6,21,5,0.6,66.82
Xerox 1893,Renee McKenzie,North America,3,10,0.06,41,6,17,0.36,56.8
"GBC White Gloss Covers, Plain Front",Dennis Thornton,North America,3,10,0.03,14,16,6,0.38,72.4
"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",Willie Snyder,North America,4,15,0.08,371,10,99,0.65,2015.7
8260,Andrew Gonzalez,North America,1,5,0.03,66,22,9,0.58,789.6
Hoover Portapower™ Portable Vacuum,Edward Maxwell,North America,4,15,0.03,4,9,49,0.6,-28.48
8260,Gary Frazier,North America,1,5,0.03,66,6,9,0.58,208.8
252,Claude Meyer,North America,1,5,0.03,66,17,6,0.55,577.44
Round Ring Binders,Meredith Humphrey,North America,1,5,0.03,2,4,1,0.38,1.8
"Ampad® Evidence® Wirebond Steno Books, 6"" x 9""",Meredith Humphrey,North America,1,5,0,2,9,7,0.38,-0.16
"Memorex 4.7GB DVD+RW, 3/Pack",Molly Watson,EMEA,3,10,0.1,28,88,2,0.4,737.2
"Memorex Slim 80 Minute CD-R, 10/Pack",Glenda Goodwin,AsiaPac,4,15,0,10,10,2,0.43,41
Boston 1799 Powerhouse™ Electric Pencil Sharpener,Glenda Goodwin,AsiaPac,4,15,0.07,26,80,4,0.57,1036
Avery Legal 4-Ring Binder,Nathan McClure,Latam,3,10,0.07,21,68,1,0.35,398.84
"Memorex 4.7GB DVD+RW, 3/Pack",Miriam Greenberg,North America,3,10,0.1,28,22,2,0.4,182.8
V70,Renee Ellington,North America,0,0,0.09,206,19,3,0.59,1954
"Memorex Slim 80 Minute CD-R, 10/Pack",Tim Skinner,North America,4,15,0,10,3,2,0.43,10.9
Boston 1799 Powerhouse™ Electric Pencil Sharpener,Tim Skinner,North America,4,15,0.07,26,20,4,0.57,256
Avery Legal 4-Ring Binder,Carol Sherrill,North America,3,10,0.07,21,17,1,0.35,98.96
GBC Linen Binding Covers,Nicole Sawyer,EMEA,2,7,0.1,31,94,12,0.37,774.78
"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",Nicole Sawyer,EMEA,2,7,0.03,8,14,1,0.36,35.96
Xerox 210,Nicole Sawyer,EMEA,2,7,0.04,6,90,7,0.37,171.2
"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",Neil Parker,North America,1,5,0.02,4,13,2,0.36,15.68
GBC Linen Binding Covers,Carmen Elmore,North America,2,7,0.1,31,24,12,0.37,188.88
"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",Carmen Elmore,North America,2,7,0.03,8,4,1,0.36,9.56
Xerox 210,Carmen Elmore,North America,2,7,0.04,6,23,7,0.37,38.54
Rediform S.O.S. Phone Message Books,Lindsay Shepherd,North America,3,10,0,5,7,1,0.36,11.6
Safco Industrial Wire Shelving,Jenny Gold,North America,1,5,0.09,96,36,35,0.5,1381.96
SC7868i,Jenny Gold,North America,1,5,0.02,126,62,9,0.55,4131.36
Safco Industrial Wire Shelving,Christine Gardner,North America,1,5,0.09,96,9,35,0.5,319.24
SC7868i,Christine Gardner,North America,1,5,0.02,126,16,9,0.55,1059.48
"Fellowes Basic 104-Key Keyboard, Platinum",Marvin Reeves McMillan,North America,0,0,0.05,21,15,4,0.6,169.25
Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,George Bowen,North America,3,10,0.06,13,10,5,0.37,35.3
GBC Standard Therm-A-Bind Covers,Lindsay P Ashley,North America,2,7,0.06,25,2,13,0.39,3.5
Rediform S.O.S. Phone Message Books,Lindsay P Ashley,North America,2,7,0.04,5,72,1,0.36,114.2
Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,Darlene Clapp,Latam,4,15,0.1,61,50,5,0.56,1398
Panasonic KX-P3626 Dot Matrix Printer,Darlene Clapp,Latam,4,15,0.06,517,78,17,0.59,21355.78
GBC Standard Therm-A-Bind Covers,Alison Peters Wooten,North America,2,7,0.06,25,1,13,0.39,-4.75
Rediform S.O.S. Phone Message Books,Alison Peters Wooten,North America,2,7,0.04,5,18,1,0.36,27.8
Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,Jason L Doyle,North America,4,15,0.1,61,13,5,0.56,359.78
Panasonic KX-P3626 Dot Matrix Printer,Pamela C Kane,North America,4,15,0.06,517,20,17,0.59,5463.2
Luxo Economy Swing Arm Lamp,Angela Larson,North America,1,5,0.08,20,21,15,0.57,190.8
GBC VeloBinder Strips,Evelyn Meyer,North America,1,5,0.03,8,23,6,0.35,52.88
GBC DocuBind 200 Manual Binding Machine,Ellen Kirkland,North America,4,15,0.06,421,10,20,0.35,1200.9
DAX Natural Wood-Tone Poster Frame,Ellen Kirkland,North America,4,15,0.1,26,25,7,0.49,246.5
Holmes Odor Grabber,Marlene Harrison,North America,4,15,0.03,14,12,7,0.52,75.32
"Global Airflow Leather Mesh Back Chair, Black",Marlene Harrison,North America,4,15,0.07,151,9,144,0.55,508.32
Canon P1-DHIII Palm Printing Calculator,Marlene Harrison,North America,4,15,0.01,18,20,9,0.4,131.4
A1228,Marlene Harrison,North America,4,15,0.02,196,8,9,0.58,869.08
Timeport L7089,Marlene Harrison,North America,4,15,0.07,126,13,8,0.58,827.38
GBC Linen Binding Covers,Donald Spears,AsiaPac,4,15,0.04,31,46,12,0.37,458.58
Avery 508,Donald Spears,AsiaPac,4,15,0.06,5,8,1,0.36,11
"AT&T Black Trimline Phone, Model 210",Linda Roth,EMEA,2,7,0.04,16,22,9,0.49,149.4
"Executive Impressions 14"" Two-Color Numerals Wall Clock",Linda Roth,EMEA,2,7,0.03,23,16,9,0.44,141.88
GBC Linen Binding Covers,Harold Shapiro,North America,4,15,0.04,31,12,12,0.37,110.76
Avery 508,Harold Shapiro,North America,4,15,0.06,5,2,1,0.36,2
"AT&T Black Trimline Phone, Model 210",Jamie Combs,North America,2,7,0.04,16,6,9,0.49,34.2
"Executive Impressions 14"" Two-Color Numerals Wall Clock",Toni Mayo,North America,2,7,0.03,23,4,9,0.44,28.72
Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,Benjamin Gunter,North America,3,10,0.05,61,14,5,0.56,430.54
6000,Benjamin Gunter,North America,3,10,0.09,66,19,3,0.55,573.84
Flat Face Poster Frame,Bernice Bowman,EMEA,0,0,0.04,19,74,4,0.43,544.34
Accessory41,Bernice Bowman,EMEA,0,0,0.05,36,84,6,0.38,991.92
Xerox 213,Bob Dickens,North America,0,0,0.07,6,100,8,0.37,172
"Imation Neon Mac Format Diskettes, 10/Pack",Gary Walton,North America,2,7,0.1,8,18,3,0.77,93.48
Flat Face Poster Frame,Ron Bullock,North America,0,0,0.04,19,19,4,0.43,136.79
Accessory41,Ron Bullock,North America,0,0,0.05,36,21,6,0.38,243.48
Xerox 213,Daniel Christian,North America,0,0,0.07,6,25,8,0.37,37
Belkin F9M820V08 8 Outlet Surge,Harry Cooper,North America,2,7,0.09,43,2,5,0.56,35.42
